Licence number,Licence type,Start date,Status,Status date,Trading Status,Licence name,Address,Suburb,Postcode,Latitude,Longitude,LGA,Precinct,Region,Licensee,Business type,Authorisation restriction name,Extended trading,Reduced trading,Primary service,Right to keep gaming,Unrestricted,To 12am,To 3am,To 5am,SA2,Subject to Cap,Band,GMEs,PMPs,Auth limit,Unfulfilled Quota,GMT,EGMs,Year,Licensee ABN,Licensee ACN,Licensee Type
LIQH400113625,Liquor - hotel licence,1960-07-06 00:00:00,Current,2021-06-28 00:00:00,Trading,Hampton Half-Way House Hotel,Jenolan Caves Rd ,HAMPTON,2790.0,-33.639043,150.057954,Lithgow,,Country,Scott Loadsman,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Lithgow Surrounds,,2.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400120729,Liquor - hotel licence,1960-07-06 00:00:00,Current,1960-07-06 00:00:00,Trading,Commercial Hotel,Wynyard & Russell Sts ,TUMUT,2720.0,-35.301559,148.222415,Snowy Valleys,,Country,PELAN PTY. LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Tumut,,3.0,15,0,15,0,15,15,2024,,8409229.0,Organisation
LIQH400111061,Liquor - hotel licence,1960-06-30 00:00:00,Current,1960-06-30 00:00:00,Trading,Man From Snowy River Hotel,Kosciusko State Park ,PERISHER VALLEY,2624.0,-36.40592,148.412485,Snowy Monaro Regional,,Country,Mark Mooney,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Jindabyne - Berridale,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400121164,Liquor - hotel licence,1960-06-30 00:00:00,Current,2017-06-28 00:00:00,Trading,Romano's Hotel,81 Fitzmaurice St ,WAGGA WAGGA,2650.0,-35.105475,147.370125,Wagga Wagga,,Country,ACE HOTEL WAGGA PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Wagga Wagga - West,,3.0,15,0,15,0,15,15,2024,,648927093.0,Organisation
LIQH400103727,Liquor - hotel licence,1960-06-29 00:00:00,Current,1960-06-29 00:00:00,Trading,The Marayong Hotel,6 Cobham St ,KINGS PARK,2148.0,-33.745843,150.90093,Blacktown,,Metropolitan,Tina Chambers,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Blacktown (East) - Kings Park,,3.0,26,2,28,0,28,26,2024,,,PERSON
LIQH400103255,Liquor - hotel licence,1960-06-27 00:00:00,Current,2023-06-29 00:00:00,Trading,KX Social Club,20-26 Bayswater Rd ,POTTS POINT,2011.0,-33.874811,151.223886,Sydney,Kings Cross Precinct,Metropolitan,24 BAYSWATER PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Potts Point - Woolloomooloo,,1.0,0,0,0,0,0,0,2024,,665815350.0,Organisation
LIQH400120281,Liquor - hotel licence,1960-06-27 00:00:00,Current,1960-06-27 00:00:00,Trading,Peel Inn Hotel,Jenkins St ,NUNDLE,2340.0,-31.460844,151.127679,Tamworth Regional,,Country,Robert Schofield,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Tamworth Surrounds,,1.0,3,0,3,0,3,3,2024,,,PERSON
LIQH400109911,Liquor - hotel licence,1960-06-24 00:00:00,Current,1960-06-24 00:00:00,Trading,Terrigal Beach House,Terrigal Esp ,TERRIGAL,2260.0,-33.447525,151.444746,Central Coast,,Metropolitan,Terrigal Pacific Tavern Pty Limited,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Terrigal - North Avoca,,1.0,21,0,21,0,21,21,2024,,609479861.0,Organisation
LIQH400110014,Liquor - hotel licence,1960-06-24 00:00:00,Current,1960-06-24 00:00:00,Trading,Terrigal Hotel,176 Terrigal Dr ,TERRIGAL,2260.0,-33.441728,151.439789,Central Coast,,Metropolitan,Ian Corke,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Terrigal - North Avoca,,1.0,26,0,26,0,26,28,2024,,,PERSON
LIQH400113862,Liquor - hotel licence,1960-06-22 00:00:00,Current,2018-07-21 00:00:00,Trading,Club House Hotel,147 High St ,HILLSTON,2675.0,-33.484099,145.532591,Carrathool,,Country,MCKENZIE'S CLUB HOUSE HOTEL PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Griffith Surrounds,,2.0,0,0,0,0,0,0,2024,,639647877.0,Organisation
LIQH400122039,Liquor - hotel licence,1960-06-21 00:00:00,Current,1960-06-21 00:00:00,Trading,Berkeley Hotel,7 Devon St ,BERKELEY,2506.0,-34.480864,150.845589,Wollongong,,Metropolitan,Christopher Scaddan,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Berkeley - Lake Heights - Cringila,,3.0,29,1,30,0,30,30,2024,,,PERSON
LIQH400105738,Liquor - hotel licence,1960-06-20 00:00:00,Current,1960-06-20 00:00:00,Trading,Stardust Hotel,84 Broomfield St ,CABRAMATTA,2166.0,-33.894626,150.939831,Fairfield,,Metropolitan,Phillip Visalli,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Cabramatta - Lansvale,,3.0,20,9,29,0,29,29,2024,,,PERSON
LIQH400102909,Liquor - hotel licence,1960-06-20 00:00:00,Current,1960-06-20 00:00:00,Trading,Penny's Hotel,9-11 Bayswater Rd ,POTTS POINT,2011.0,-33.875286,151.22309,Sydney,Kings Cross Precinct,Metropolitan,Peter Tate,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Potts Point - Woolloomooloo,,1.0,26,0,26,0,26,26,2024,,,PERSON
LIQH400103379,Liquor - hotel licence,1960-06-20 00:00:00,Current,1960-06-20 00:00:00,Trading,Lansdowne Hotel,2-6 City Rd ,CHIPPENDALE,2008.0,-33.884795,151.195022,Sydney,,Metropolitan,Diego Quilodran Calderon,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Chippendale,,2.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400106408,Liquor - hotel licence,1960-06-20 00:00:00,Current,2021-07-07 00:00:00,Trading,Bristol Arms Retro Tavern,81 Sussex St ,SYDNEY,2000.0,-33.867807,151.203231,Sydney,Sydney CBD Precinct,Metropolitan,James Setter,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,12,4,16,0,16,0,2024,,,PERSON
LIQH400109113,Liquor - hotel licence,1960-06-16 00:00:00,Current,1960-06-16 00:00:00,Trading,Coffs Harbour Hotel,135 West High St ,COFFS HARBOUR,2450.0,-30.2959,153.1139,Coffs Harbour,,Country,CH HOTEL PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Coffs Harbour - South,,3.0,15,0,15,0,15,15,2024,,661710372.0,Organisation
LIQH400108044,Liquor - hotel licence,1960-06-10 00:00:00,Current,1960-06-10 00:00:00,Trading,Astor Hotel Motel,Cnr Guinea & Young Sts ,ALBURY,2640.0,-36.074879,146.92506,Albury,,Country,Brendon Cooper,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Albury - South,,2.0,29,0,29,0,29,29,2024,,,PERSON
LIQH400115970,Liquor - hotel licence,1960-06-09 00:00:00,Current,2021-06-28 00:00:00,Trading,Post Office Hotel,33 Frome St ,MOREE,2400.0,-29.463976,149.842638,Moree Plains,,Country,Zachary Hatton,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Moree,,3.0,8,0,8,0,8,3,2024,,,PERSON
LIQH400114974,Liquor - hotel licence,1960-06-06 00:00:00,Current,1960-06-06 00:00:00,Trading,Bank Hotel,72-76 Melbourne St ,EAST MAITLAND,2323.0,-32.745779,151.583417,Maitland,,Country,Brent Saunders,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,East Maitland - Metford,,2.0,29,0,29,0,29,23,2024,,,PERSON
LIQH400105916,Liquor - hotel licence,1960-06-06 00:00:00,Current,2018-06-28 00:00:00,Trading,Royal Crest Sylvania,Port Hacking Rd & Princes Hwy ,SYLVANIA,2224.0,-34.008779,151.104511,Sutherland Shire,,Metropolitan,CREST HOTEL PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sylvania - Taren Point,,1.0,30,0,30,0,30,30,2024,,,Organisation
LIQH400105878,Liquor - hotel licence,1960-06-06 00:00:00,Current,1960-06-06 00:00:00,Trading,SHANGRI-LA SYDNEY,Essex & Gloucester Sts ,THE ROCKS,2000.0,-33.861378,151.206398,Sydney,Sydney CBD Precinct,Metropolitan,PHILIPPE KRONBERG,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400110103,Liquor - hotel licence,1960-06-02 00:00:00,Current,1960-06-02 00:00:00,Trading,The Radisson Blu Plaza Hotel Sydney,27 O'Connell St ,SYDNEY,2000.0,-33.865365,151.208959,Sydney,Sydney CBD Precinct,Metropolitan,Peter Tudehope,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400118643,Liquor - hotel licence,1960-05-26 00:00:00,Current,1960-05-26 00:00:00,Trading,Grey Gums Hotel,Blaikie & Mulgoa Rds ,JAMISONTOWN,2750.0,-33.769327,150.674874,Penrith,,Metropolitan,Sean Pittaway,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Jamisontown - South Penrith,,2.0,15,15,30,0,30,30,2024,,,PERSON
LIQH400104413,Liquor - hotel licence,1960-05-25 00:00:00,Current,1960-05-25 00:00:00,Trading,Orient Hotel,89 George St ,THE ROCKS,2000.0,-33.859062,151.208625,Sydney,Sydney CBD Precinct,Metropolitan,Craig Wesker,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,15,0,15,0,15,15,2024,,,PERSON
LIQH400105665,Liquor - hotel licence,1960-05-25 00:00:00,Current,1960-05-25 00:00:00,Trading,Strawberry Hills Hotel,453 Elizabeth St ,SURRY HILLS,2010.0,-33.8865,151.208027,Sydney,,Metropolitan,Richard Waddell,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Surry Hills,,2.0,23,3,26,0,26,26,2024,,,PERSON
LIQH400121229,Liquor - hotel licence,1960-05-25 00:00:00,Current,1960-05-25 00:00:00,Trading,Turvey Park Hotel,71 Bolger Ave ,MOUNT AUSTIN,2650.0,-35.133392,147.356979,Wagga Wagga,,Country,MELANIE RUDD,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Wagga Wagga - South,,2.0,30,0,30,0,30,30,2024,,,PERSON
LIQH400100566,Liquor - hotel licence,1960-05-23 00:00:00,Current,1960-05-23 00:00:00,Trading,Bexley North Hotel,Slade & Bexley Rds ,BEXLEY NORTH,2207.0,-33.938126,151.115229,Bayside,,Metropolitan,TUNBORN PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Kingsgrove (South) - Bardwell Park,,2.0,15,15,30,0,30,30,2024,,2206813.0,Organisation
LIQH400102755,Liquor - hotel licence,1960-05-23 00:00:00,Current,1960-05-23 00:00:00,Trading,Greenacre Hotel,166 Waterloo Rd ,GREENACRE,2190.0,-33.907156,151.057044,Canterbury-Bankstown,,Metropolitan,James Robins,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Greenacre - South,,3.0,19,11,30,0,30,30,2024,,,PERSON
LIQH400104685,Liquor - hotel licence,1960-05-23 00:00:00,Current,2015-07-02 00:00:00,Trading,Petersham Inn Hotel,386-396 Parramatta Rd ,PETERSHAM,2049.0,-33.888108,151.161109,Inner West,,Metropolitan,Jessica Organ,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Petersham - Stanmore,,1.0,9,0,9,0,9,9,2024,,,PERSON
LIQH400102984,Liquor - hotel licence,1960-05-23 00:00:00,Current,1960-05-23 00:00:00,Trading,The Corner Pub,1/214-220 Macquarie St ,LIVERPOOL,2170.0,-33.922792,150.923958,Liverpool,,Metropolitan,Donna Longbottom,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Liverpool - East,,3.0,15,7,22,0,22,22,2024,,,PERSON
LIQH400100876,Liquor - hotel licence,1960-05-23 00:00:00,Current,1960-05-23 00:00:00,Trading,Bull And Bush Inn Hotel,378 Windsor Rd ,BAULKHAM HILLS,2153.0,-33.761562,150.991852,The Hills Shire,,Metropolitan,Stuart Shoulder,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Baulkham Hills - East,,1.0,16,14,30,0,30,30,2024,,,PERSON
LIQH400121318,Liquor - hotel licence,1960-05-20 00:00:00,Current,1960-05-20 00:00:00,Trading,New England Hotel,Fitzroy St ,WALCHA,2354.0,-30.98524,151.596487,Walcha,,Country,Peter Berry,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Walcha,,1.0,4,0,4,0,4,4,2024,,,PERSON
LIQH400118910,Liquor - hotel licence,1960-05-17 00:00:00,Current,1960-05-17 00:00:00,Trading,Kingswood Hotel,180 Great Western Hwy ,KINGSWOOD,2747.0,-33.759045,150.720223,Penrith,,Metropolitan,Jessie Fry,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Kingswood - Werrington,,2.0,26,4,30,0,30,30,2024,,,PERSON
LIQH400117388,Liquor - hotel licence,1960-05-17 00:00:00,Current,1960-05-17 00:00:00,Trading,Freeway Hotel,113-115 Reserve Rd ,ARTARMON,2064.0,-33.814234,151.186109,Willoughby,,Metropolitan,Tony Hasbani,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,St Leonards - Naremburn,,1.0,15,15,30,0,30,30,2024,,,PERSON
LIQH400103018,Liquor - hotel licence,1960-05-16 00:00:00,Current,1960-05-16 00:00:00,Trading,Homebush Hotel,Parramatta Rd & Underwood St ,HOMEBUSH WEST,2140.0,-33.860112,151.072148,Strathfield,,Metropolitan,RENLARN PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Homebush,,2.0,15,11,26,0,26,0,2024,,81679969.0,Organisation
LIQH400100779,Liquor - hotel licence,1960-05-16 00:00:00,Current,1960-05-16 00:00:00,Trading,The Australian Hotel & Brewery,350 Annangrove Rd ,ROUSE HILL,2155.0,-33.674452,150.912725,The Hills Shire,,Metropolitan,David Love,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Rouse Hill - Beaumont Hills,,1.0,30,0,30,0,30,28,2024,,,PERSON
LIQH400114958,Liquor - hotel licence,1960-05-13 00:00:00,Current,1960-05-13 00:00:00,Trading,The Club Hotel Mount Druitt,55-57 North Pde ,MOUNT DRUITT,2770.0,-33.768682,150.821424,Blacktown,,Metropolitan,Eric Redmond,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mount Druitt - Whalan,,3.0,30,0,30,0,30,30,2024,,,PERSON
LIQH400101627,Liquor - hotel licence,1960-05-02 00:00:00,Current,1960-05-02 00:00:00,Trading,Nine Bar,"Ground Floor & Level 1, 72 Liverpool ",Sydney,2000.0,-33.870846,151.20733,Sydney,Sydney CBD Precinct,Metropolitan,RADIKNOX INVESTMENTS PTY. LTD.,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,15,0,15,0,15,15,2024,,83648051.0,Organisation
LIQH400101767,Liquor - hotel licence,1960-05-02 00:00:00,Current,1960-05-02 00:00:00,Trading,Sydney Harbour Marriott,30 Pitt St ,SYDNEY,2000.0,-33.862897,151.209509,Sydney,Sydney CBD Precinct,Metropolitan,Bernhard Langer,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400101996,Liquor - hotel licence,1960-05-02 00:00:00,Current,1960-05-02 00:00:00,Trading,East Sydney Hotel,Cathedral & Crown Sts ,WOOLLOOMOOLOO,2011.0,-33.872607,151.216853,Sydney,Sydney CBD Precinct,Metropolitan,THE EAST SYDNEY HOTEL PTY. LIMITED,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Potts Point - Woolloomooloo,,1.0,0,0,0,0,0,0,2024,,161895745.0,Organisation
LIQH400100728,Liquor - hotel licence,1960-04-27 00:00:00,Current,1960-04-27 00:00:00,Trading,Bridge Hotel,135 Victoria Rd ,ROZELLE,2039.0,-33.862793,151.168942,Inner West,,Metropolitan,Richard Keough,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Lilyfield - Rozelle,,1.0,15,0,15,0,15,15,2024,,,PERSON
LIQH400103174,Liquor - hotel licence,1960-04-27 00:00:00,Current,2020-10-21 00:00:00,Trading,Ivanhoe Hotel,"Part 19-23, 25, 27 and Part 31 The Corso ",MANLY,2095.0,-33.797894,151.286031,Northern Beaches,,Metropolitan,Steven Georgas,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Manly - Fairlight,,1.0,15,15,30,0,30,29,2024,,,PERSON
LIQH400119321,Liquor - hotel licence,1960-04-20 00:00:00,Current,1960-04-20 00:00:00,Trading,Lake George Hotel/Motel,20 Gibraltar St ,BUNGENDORE,2621.0,-35.253732,149.44041,Queanbeyan-Palerang Regional,,Country,Richard Harry,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Queanbeyan Surrounds,,1.0,23,0,23,0,23,17,2024,,,PERSON
LIQH400102836,Liquor - hotel licence,1960-04-19 00:00:00,Current,1960-04-19 00:00:00,Trading,The Alfred Hotel,Missenden Rd & Dunbane St ,CAMPERDOWN,2050.0,-33.888043,151.180627,Sydney,,Metropolitan,Samuel Smith,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Camperdown - Darlington,,1.0,15,0,15,0,15,15,2024,,,PERSON
LIQH400105452,Liquor - hotel licence,1960-04-11 00:00:00,Current,1960-04-11 00:00:00,Trading,Royal Sheaf Hotel,231 Burwood Rd ,BURWOOD,2134.0,-33.887237,151.101308,Burwood,,Metropolitan,Ludan Yu,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Burwood (NSW),,3.0,15,15,30,0,30,30,2024,,,PERSON
LIQH400100523,Liquor - hotel licence,1960-04-11 00:00:00,Current,1960-04-11 00:00:00,Trading,The Beverly Hills Hotel,427 King Georges Rd ,BEVERLY HILLS,2209.0,-33.950363,151.081099,Georges River,,Metropolitan,GLENBOURNE INVESTMENTS PTY. LTD.,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Narwee - Beverly Hills,,2.0,30,0,30,0,30,30,2024,,10234303.0,Organisation
LIQH400106416,Liquor - hotel licence,1960-04-11 00:00:00,Current,1960-04-11 00:00:00,Trading,Wentworth Hotel,195 Parramatta Rd ,HOMEBUSH WEST,2140.0,-33.859521,151.073535,Strathfield,,Metropolitan,Elie Boumelhem,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Homebush,,2.0,30,0,30,0,30,30,2024,,,PERSON
LIQH400100558,Liquor - hotel licence,1960-04-11 00:00:00,Current,1960-04-11 00:00:00,Trading,The Beresford Hotel,354 Bourke St ,SURRY HILLS,2010.0,-33.883304,151.216591,Sydney,Sydney CBD Precinct,Metropolitan,Paul Flynn,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Surry Hills,,2.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400104383,Liquor - hotel licence,1960-04-11 00:00:00,Current,1960-04-11 00:00:00,Trading,Universal Hotel,85-91 Oxford St ,DARLINGHURST,2010.0,-33.879006,151.214447,Sydney,Sydney CBD Precinct,Metropolitan,Dillon SHAW,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Darlinghurst,,1.0,9,11,20,0,20,20,2024,,,PERSON
LIQH400108818,Liquor - hotel licence,1960-04-11 00:00:00,Current,1960-04-11 00:00:00,Trading,Home Nightclub,"Cockle Bay Wharf, Tenancy 101 1 Wheat Rd ",SYDNEY,2000.0,-33.869534,151.202069,Sydney,Sydney CBD Precinct,Metropolitan,BIG BEAT (AUSTRALIA) PTY LIMITED,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,80647150.0,Organisation
LIQH400103832,Liquor - hotel licence,1960-04-07 00:00:00,Current,2017-07-07 00:00:00,Trading,Shell House,14 Carrington St ,SYDNEY,2000.0,-33.865346,151.206679,Sydney,Sydney CBD Precinct,Metropolitan,Francesco Turrini,Full hotel,"Extended trading authorisation,Minors area authorisation,Minors functions authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400104049,Liquor - hotel licence,1960-04-07 00:00:00,Current,1960-04-07 00:00:00,Trading,Bar Lucca,52 Phillip St ,SYDNEY,2000.0,-33.864093,151.21204,Sydney,Sydney CBD Precinct,Metropolitan,Andrew Martin,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Sydney (North) - Millers Point,,1.0,1,0,1,0,1,0,2024,,,PERSON
LIQH400104790,Liquor - hotel licence,1960-04-04 00:00:00,Current,2022-10-28 00:00:00,Trading,Mirage Hotel,802-806 Punchbowl Rd ,PUNCHBOWL,2196.0,-33.926183,151.054272,Canterbury-Bankstown,,Metropolitan,Souhel Khoury,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Punchbowl,,3.0,23,7,30,0,30,30,2024,,,PERSON
LIQH400110480,Liquor - hotel licence,1960-04-01 00:00:00,Current,1960-04-01 00:00:00,Trading,Sanctuary Hotel,545-553 Kent St ,SYDNEY,2000.0,-33.875991,151.205242,Sydney,Sydney CBD Precinct,Metropolitan,Jason Dumbrell,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Sydney (South) - Haymarket,,3.0,15,15,30,0,30,30,2024,,,PERSON
LIQH400101694,Liquor - hotel licence,1960-03-28 00:00:00,Current,1960-03-28 00:00:00,Trading,Crown on McCredie,Fairfield & McCredie Rds ,GUILDFORD WEST,2161.0,-33.850991,150.959998,Cumberland,,Metropolitan,Anthony Bensley,Full hotel,"Extended trading authorisation,Minors area authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Guildford West - Merrylands West,,3.0,16,13,29,0,29,29,2024,,,PERSON
LIQH400112297,Liquor - hotel licence,1960-03-16 00:00:00,Current,1960-03-16 00:00:00,Trading,Chatswood Monkey Bar,53 Orchard Rd ,CHATSWOOD,2067.0,-33.795416,151.181493,Willoughby,,Metropolitan,Chattiya Sutthiwan,Full hotel,"Extended trading authorisation,Reduced trading hours,Right to keep gaming machines",Yes,Yes,No,Yes,No,Yes,Yes,No,Chatswood - East,,2.0,26,4,30,0,30,30,2024,,,PERSON
LIQH400111266,Liquor - hotel licence,1960-03-15 00:00:00,Current,1960-03-15 00:00:00,Trading,Mountain View Hotel Motel,Denham St ,TOORAWEENAH,2817.0,-31.440162,148.909251,Gilgandra,,Country,Ashlee Jenkin,Full hotel,"Extended trading authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,Yes,Gilgandra,,3.0,0,0,0,0,0,0,2024,,,PERSON
LIQH400116411,Liquor - hotel licence,1960-03-14 00:00:00,Current,1960-03-14 00:00:00,Trading,Great Northern Hotel,Jonson St ,BYRON BAY,2481.0,-28.643265,153.612675,Byron,,Country,SCOTTS GNH PTY LTD,Full hotel,"Extended trading authorisation,Minors area authorisation,Right to keep gaming machines",Yes,No,No,Yes,No,Yes,Yes,No,Byron Bay,,1.0,27,0,27,0,27,27,2024,,651198515.0,Organisation
